,id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,recipes
148,148,Grass Skirt,Alcoholic,Ordinary Drink,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,"['Gin', 'Triple sec', 'Pineapple juice', 'Grenadine', 'Pineapple']","['1 1/2 oz ', '1 oz ', '1 oz ', '1/2 tsp ', '1 ']","question Generate a cocktail with Gin Triple sec Pineapple juice Grenadine Pineapple answer In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice."
149,149,Grasshopper,Alcoholic,Ordinary Drink,Cocktail glass,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,"['Green Creme de Menthe', 'Creme de Cacao', 'Light cream']","['3/4 oz ', '3/4 oz white ', '3/4 oz ']",question Generate a cocktail with Green Creme de Menthe Creme de Cacao Light cream answer Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.
150,150,Grim Reaper,Alcoholic,Ordinary Drink,Old-fashioned glass,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,"['Kahlua', '151 proof rum', 'Grenadine']","['1 oz ', '1 oz Bacardi ', '1 dash ']",question Generate a cocktail with Kahlua 151 proof rum Grenadine answer Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.
151,151,Gin and Soda,Alcoholic,Cocktail,Highball glass,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg,"['Gin', 'Soda Water', 'Lime']","['2 oz', '5 oz', '1/4']","question Generate a cocktail with Gin Soda Water Lime answer Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge."
152,152,H.D.,Alcoholic,Coffee / Tea,Beer mug,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,"['Whisky', 'Baileys irish cream', 'Coffee']","['4 cl ', '8 cl ', None]",question Generate a cocktail with Whisky Baileys irish cream Coffee answer Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.
153,153,Honey Bee,Alcoholic,Cocktail,Margarita glass,"Shake ingredients with crushed ice
",https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg,"['White Rum', 'Honey', 'Lemon Juice']","['6 cl', '2 cl', '2 cl']","question Generate a cocktail with White Rum Honey Lemon Juice answer Shake ingredients with crushed ice
"
154,154,Hot Toddy,Alcoholic,Cocktail,Irish coffee cup,"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately.",https://www.thecocktaildb.com/images/media/drink/ggx0lv1613942306.jpg,"['Whiskey', 'Honey', 'Cinnamon', 'lemon', 'Cloves']","['50 ml', '15 ml', '1', '1', '2']","question Generate a cocktail with Whiskey Honey Cinnamon lemon Cloves answer STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately."
155,155,Herbal flame,Alcoholic,Coffee / Tea,Mason jar,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,"['Hot Damn', 'Tea']","['5 shots ', 'very sweet ']","question Generate a cocktail with Hot Damn Tea answer Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in."
156,156,Horse's Neck,Alcoholic,Ordinary Drink,Highball glass,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,"['Lemon peel', 'Brandy', 'Ginger ale', 'Bitters']","['1 long strip ', '2 oz ', '5 oz ', '2 dashes ']","question Generate a cocktail with Lemon peel Brandy Ginger ale Bitters answer Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter."
157,157,Happy Skipper,Alcoholic,Ordinary Drink,Highball glass,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,"['Spiced rum', 'Ginger ale', 'Lime', 'Ice']","['1 1/2 cl ', None, None, None]","question Generate a cocktail with Spiced rum Ginger ale Lime Ice answer Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)"
158,158,Hunter's Moon,Alcoholic,Cocktail,Balloon Glass,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg,"['Vermouth', 'Maraschino Cherry', 'Sugar Syrup', 'Lemonade', 'Blackberries']","['25 ml', '15 ml', '10 ml', '100 ml', '2']","question Generate a cocktail with Vermouth Maraschino Cherry Sugar Syrup Lemonade Blackberries answer Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange."
159,159,Halloween Punch,Alcoholic,Punch / Party Drink,Punch bowl,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg,"['Cherry Juice', 'Orange Peel', 'Red Chili Flakes', 'Cloves', 'Ginger', 'Vodka']","['1 bottle', '3', '1', '10', '6', '20 cl']","question Generate a cocktail with Cherry Juice Orange Peel Red Chili Flakes Cloves Ginger Vodka answer Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass."
160,160,Havana Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,"['Light rum', 'Pineapple juice', 'Lemon juice']","['1 oz ', '1 oz ', '1 tsp ']","question Generate a cocktail with Light rum Pineapple juice Lemon juice answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
161,161,Holloween Punch,Non alcoholic,Punch / Party Drink,Punch bowl,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",https://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,"['Grape juice', 'Carbonated soft drink', 'Sherbet', 'Sherbet']","[None, ', orange\n', None, None]","question Generate a cocktail with Grape juice Carbonated soft drink Sherbet Sherbet answer Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine."
162,162,Homemade Kahlua,Alcoholic,Homemade Liqueur,Collins Glass,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,"['Sugar', 'Corn syrup', 'Coffee', 'Vanilla extract', 'Water', 'Vodka']","['2 1/2 cups ', '1 cup ', '1 1/2 oz instant ', '2 oz ', '3 cups boiling ', '1 fifth ']","question Generate a cocktail with Sugar Corn syrup Coffee Vanilla extract Water Vodka answer Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks."
163,163,Hot Creamy Bush,Alcoholic,Coffee / Tea,Irish coffee cup,Combine all ingredients in glass,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,"['Irish whiskey', 'Baileys irish cream', 'Coffee']","['1 shot ', '3/4 shot ', '6 oz hot ']",question Generate a cocktail with Irish whiskey Baileys irish cream Coffee answer Combine all ingredients in glass
164,164,Harvey Wallbanger,Alcoholic,Ordinary Drink,Collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg,"['Vodka', 'Galliano', 'Orange juice']","['1 oz ', '1/2 oz ', '4 oz ']","question Generate a cocktail with Vodka Galliano Orange juice answer Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve."
165,165,Hawaiian Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,"['Gin', 'Triple sec', 'Pineapple juice']","['2 oz ', '1/2 oz ', '1 tblsp ']","question Generate a cocktail with Gin Triple sec Pineapple juice answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
166,166,Hemingway Special,Alcoholic,Ordinary Drink,Cocktail glass,Pour all ingredients into a shaker with ice. Shake.,https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,"['Rum', 'Grapefruit Juice', 'Maraschino Liqueur', 'Lime Juice']","['12 parts', '8 parts', '3 parts', '3 parts']",question Generate a cocktail with Rum Grapefruit Juice Maraschino Liqueur Lime Juice answer Pour all ingredients into a shaker with ice. Shake.
167,167,Highland Fling Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,"['Scotch', 'Sweet Vermouth', 'Orange bitters', 'Olive']","['1 1/2 oz ', '3/4 oz ', '2 dashes ', '1 ']",question Generate a cocktail with Scotch Sweet Vermouth Orange bitters Olive answer Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.
168,168,Hot Chocolate to Die for,Non alcoholic,Cocoa,Coffee mug,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,"['Chocolate', 'Butter', 'Vanilla extract', 'Half-and-half', 'Marshmallows']","['12 oz fine ', '1 tsp ', '1/2 tsp ', '1 cup ', 'mini ']","question Generate a cocktail with Chocolate Butter Vanilla extract Half-and-half Marshmallows answer Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream."
169,169,Ipamena,Non alcoholic,Ordinary Drink,Wine Glass,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,"['Lime', 'Brown sugar', 'Passion fruit juice', 'Ginger ale', 'Ice']","['½', '2 tsp', '4 cl', 'top up with', 'fill']","question Generate a cocktail with Lime Brown sugar Passion fruit juice Ginger ale Ice answer Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime"
170,170,Ice Pick,Alcoholic,Ordinary Drink,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,"['Vodka', 'Iced tea', 'Lemon juice']","['1 1/2 oz ', '6 oz ', ' to taste\n']",question Generate a cocktail with Vodka Iced tea Lemon juice answer Put Vodka in glass fill with iced tea. Stir in lemon to taste.
